N,Name,Current Price,Change,Change Rate,Volume,Trading Value,Market Cap,Shares,Foreign Ratio,PER,ROE,토론
969,TIGER 국채3년,"107,730",상승20,+0.02%,0,923,857,0.00,134,N/A,N/A,
970,RISE 코스닥150,"12,575",하락125,-0.98%,0,915,"7,280",0.03,"14,531",N/A,N/A,
971,텔코웨어,"9,890",하락60,-0.60%,500,914,"9,240",0.82,158,51.51,4.76,
972,유니온머티리얼,"2,175",하락30,-1.36%,500,914,"42,000",0.11,"28,037",-4.56,-24.47,
973,한국특강,"1,501",하락3,-0.20%,500,913,"60,813",0.50,865,13.05,13.20,
974,SOL 국고채10년,"108,730",하락15,-0.01%,0,911,838,0.00,160,N/A,N/A,
975,HANARO CAPEX설비투자iSelect,"13,825",하락220,-1.57%,0,899,"6,500",0.17,756,N/A,N/A,
976,TIGER 소프트웨어,"7,550",하락45,-0.59%,0,898,"11,900",0.02,"7,644",N/A,N/A,
977,KTis,"2,580",하락5,-0.19%,500,898,"34,802",2.48,"7,121",8.19,6.94,
978,RISE 글로벌자산배분액티브,"11,890",하락35,-0.29%,0,898,"7,550",0.02,"13,464",N/A,N/A,
979,무림페이퍼,"2,155",하락15,-0.69%,"2,500",897,"41,609",2.42,"3,936",3.30,0.84,
980,깨끗한나라,"2,385",하락80,-3.25%,"1,000",888,"37,241",0.47,"174,440",-4.12,-13.62,
981,PLUS 우주항공&UAM,"13,060",하락65,-0.50%,0,888,"6,800",0.00,"5,096",N/A,N/A,
982,테이팩스,"18,590",하락160,-0.85%,500,887,"4,770",5.62,"3,870",28.64,5.39,
983,팜스코,"2,410",하락30,-1.23%,500,885,"36,728",0.35,"2,693",-1.39,-14.01,
984,KODEX 미국AI테크TOP10,"9,180",하락270,-2.86%,0,881,"9,600",0.13,"67,701",N/A,N/A,
985,KODEX 성장주,"14,635",보합0,0.00%,0,878,"6,000",0.00,0,N/A,N/A,
986,TIGER 200 중공업,"4,910",하락55,-1.11%,0,878,"17,880",0.19,"98,983",N/A,N/A,
987,크라운해태홀딩스,"5,870",하락40,-0.68%,500,872,"14,847",2.28,"10,169",3.67,6.82,
988,대신 S&P 인버스 2X 천연가스 선물 ETN,"87,150","하락3,005",-3.33%,0,872,"1,000",0.00,38,N/A,N/A,
989,세이브존I&C,"2,115",상승10,+0.48%,"1,000",868,"41,041",8.51,"1,455",6.78,2.90,
990,RISE 2차전지TOP10인버스(합성),"29,240",하락475,-1.60%,0,863,"2,950",12.92,"222,588",N/A,N/A,
991,KODEX 한국부동산리츠인프라,"5,265",하락10,-0.19%,0,856,"16,250",0.00,"476,745",N/A,N/A,
992,코스맥스비티아이,"8,890",하락120,-1.33%,500,854,"9,604",3.69,636,7.11,3.40,
993,대신 인버스 천연가스 선물 ETN(H),"10,655",하락220,-2.02%,0,852,"8,000",0.00,"1,142",N/A,N/A,
994,조광페인트,"6,650",상승30,+0.45%,500,851,"12,800",0.36,"6,205",5.96,2.76,
995,RISE 25-11 회사채(AA-이상)액티브,"52,490",상승10,+0.02%,0,850,"1,620",0.00,939,N/A,N/A,
996,TIGER 중국소비테마,"6,305",상승15,+0.24%,0,849,"13,470",0.12,"7,639",N/A,N/A,
997,동방아그로,"6,220",상승10,+0.16%,500,847,"13,618",30.30,553,8.18,7.84,
998,ACE 미국30년국채선물레버리지(합성 H),"7,165",하락45,-0.62%,0,845,"11,800",0.04,"18,652",N/A,N/A,
999,RISE 코스닥150선물레버리지,"9,865",하락210,-2.08%,0,844,"8,560",0.00,"1,120",N/A,N/A,
1000,미래에셋 -1.5X 천연가스 선물 ETN,"33,680","하락1,045",-3.01%,0,842,"2,500",0.00,104,N/A,N/A,
1001,세원정공,"8,410",상승120,+1.45%,500,841,"10,000",2.69,"5,316",2.78,-1.97,
1002,한신공영,"7,250",상승60,+0.83%,"5,000",839,"11,571",4.60,"4,658",1.71,4.27,
1003,유유제약,"4,910",하락20,-0.41%,"1,000",836,"17,032",2.58,"24,372",37.20,-6.27,
1004,NH프라임리츠,"4,480",하락15,-0.33%,500,836,"18,660",0.76,"3,954",5.52,12.18,
1005,제일연마,"8,420",상승90,+1.08%,500,834,"9,900",4.55,647,7.85,11.61,
1006,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),"33,265","하락1,075",-3.13%,0,832,"2,500",0.00,"5,048",N/A,N/A,
1007,KODEX 미국배당프리미엄액티브,"10,940",하락75,-0.68%,0,831,"7,600",0.03,"37,487",N/A,N/A,
1008,KODEX 차이나CSI300,"10,005",하락25,-0.25%,0,830,"8,300",0.01,"4,142",N/A,N/A,
1009,대현,"1,864",하락10,-0.53%,500,825,"44,282",4.44,"1,198",3.68,9.25,
1010,TIGER 현대차그룹+펀더멘털,"28,025",보합0,0.00%,0,824,"2,940",0.02,"10,401",N/A,N/A,
1011,신영와코루,"9,150",하락30,-0.33%,500,824,"9,000",26.19,35,22.37,1.38,
1012,진양산업,"6,330",보합0,0.00%,500,823,"13,000",1.73,"6,072",8.38,15.70,
1013,삼호개발,"3,285",하락10,-0.30%,500,821,"25,000",4.16,"4,931",5.29,6.77,
1014,ACE 미국반도체15%프리미엄분배(합성),"10,015",하락315,-3.05%,0,821,"8,200",0.06,"39,879",N/A,N/A,
1015,TIGER 2차전지TOP10레버리지,"2,480",상승110,+4.64%,0,821,"33,100",1.58,"839,464",N/A,N/A,
1016,TIGER 200선물레버리지,"13,845",하락370,-2.60%,0,817,"5,900",0.00,"37,761",N/A,N/A,
1017,N2 레버리지 S&P500 ETN,"40,650",하락555,-1.35%,0,813,"2,000",0.00,4,N/A,N/A,
1018,대양금속,"2,045",하락95,-4.44%,500,812,"39,693",2.93,"106,693",-4.40,-36.88,
1019,KODEX 은선물(H),"5,335",하락40,-0.74%,0,811,"15,200",0.03,"23,596",N/A,N/A,
1020,KODEX 200미국채혼합,"12,955",하락95,-0.73%,0,808,"6,240",0.01,"4,931",N/A,N/A,
1021,KB 인버스 천연가스 선물 ETN,"17,700",하락390,-2.16%,0,796,"4,500",0.00,312,N/A,N/A,
1022,동양피스톤,"6,040",하락10,-0.17%,500,795,"13,168",1.67,"4,050",10.02,6.26,
1023,STX그린로지스,"11,050",상승30,+0.27%,"2,500",792,"7,171",0.84,"80,217",13.73,N/A,
1024,미래에셋맵스리츠,"3,150",하락25,-0.79%,"1,000",787,"24,995",1.16,"7,186",9.35,6.17,
1025,두산퓨얼셀1우,"5,890",하락70,-1.17%,100,787,"13,364",15.17,513,-45.31,N/A,
1026,기신정기,"2,695",하락5,-0.19%,500,787,"29,200",63.14,"74,787",40.22,0.69,
1027,대구백화점,"7,240","상승1,350",+22.92%,"5,000",783,"10,822",3.89,"486,142",-2.46,-13.84,
1028,웅진,980,하락17,-1.71%,500,783,"79,927",3.16,"59,921",-6.16,-14.77,
1029,마이티 26-09 특수채(AAA)액티브,"105,975",보합0,0.00%,0,774,730,0.00,0,N/A,N/A,
1030,하나 Solactive 2X US Tech Top 10 ETN(H),"77,360",보합0,0.00%,0,774,"1,000",0.00,0,N/A,N/A,
1031,CS홀딩스,"67,000",하락500,-0.74%,"5,000",774,"1,154",2.53,161,4.02,5.97,
1032,HANARO 종합채권(AA-이상)액티브,"110,190",상승30,+0.03%,0,772,701,0.00,4,N/A,N/A,
1033,신송홀딩스,"6,480",하락90,-1.37%,500,766,"11,829",0.94,"9,495",6.92,8.86,
1034,대호에이엘,"1,131",상승12,+1.07%,500,764,"67,545",0.46,"28,241",36.48,4.16,
1035,광명전기,"1,761",하락38,-2.11%,500,763,"43,338",2.91,"87,727",-60.72,8.69,
1036,인팩,"7,630",하락20,-0.26%,500,763,"10,000",0.32,"2,379",6.54,9.49,
1037,TIGER 미국나스닥100레버리지(합성),"18,605",하락850,-4.37%,0,763,"4,100",0.05,"40,090",N/A,N/A,
1038,화승알앤에이,"4,015",하락100,-2.43%,500,763,"18,994",1.19,"63,890",2.44,23.60,
1039,지엠비코리아,"3,995",보합0,0.00%,500,762,"19,072",54.84,"1,314",4.70,4.44,
1040,PLUS 단기채권액티브,"114,140",상승40,+0.04%,0,760,666,0.00,18,N/A,N/A,
1041,명문제약,"2,235",하락35,-1.54%,500,759,"33,953",1.72,"51,739",-9.85,-5.23,
1042,RISE 국고채10년액티브,"104,165",상승20,+0.02%,0,757,727,0.01,59,N/A,N/A,
1043,일성건설,"1,399",하락20,-1.41%,500,756,"54,025",64.95,"22,047",16.86,3.33,
1044,신한 WTI원유 선물 ETN(H),"7,535",하락90,-1.18%,0,754,"10,000",0.00,243,N/A,N/A,
1045,KODEX 헬스케어,"17,480",상승40,+0.23%,0,752,"4,300",0.00,"54,512",N/A,N/A,
1046,GS우,"42,000","하락1,950",-4.44%,"5,000",750,"1,785",12.43,"30,419",3.06,N/A,
1047,TIGER 200선물인버스2X,"2,190",상승60,+2.82%,0,749,"34,200",4.45,"884,676",N/A,N/A,
1048,SOL 금융지주플러스고배당,"11,515",상승120,+1.05%,0,748,"6,500",0.03,"97,145",N/A,N/A,
1049,상신브레이크,"3,485",하락25,-0.71%,500,748,"21,471",2.08,"6,025",3.54,7.11,
1050,KOSEF 미국S&P500,"14,870",하락200,-1.33%,0,744,"5,000",0.00,95,N/A,N/A,
1051,SG세계물산,363,보합0,0.00%,500,735,"202,425",0.43,"165,588",19.11,-0.42,
1052,새론오토모티브,"3,820",하락30,-0.78%,500,733,"19,200",66.47,181,9.41,1.45,
1053,KODEX 인도타타그룹,"10,940",하락80,-0.73%,0,722,"6,600",0.92,"4,583",N/A,N/A,
1054,신한 레버리지 코스닥 150 선물 ETN,"28,880",하락960,-3.22%,0,722,"2,500",0.00,2,N/A,N/A,
1055,PLUS 신흥국MSCI(합성 H),"9,960",상승70,+0.71%,0,721,"7,240",0.01,"3,406",N/A,N/A,
1056,SK우,"126,300",하락100,-0.08%,200,715,566,3.33,584,-22.19,N/A,
1057,TP,"1,388",상승13,+0.95%,500,710,"51,175",2.39,"72,248",6.94,2.96,
1058,신한 블룸버그 2X 천연가스 선물 ETN,"4,730",상승160,+3.50%,0,710,"15,000",0.00,"54,406",N/A,N/A,
1059,RISE 국고채3년선물인버스,"108,640",상승55,+0.05%,0,708,652,0.00,4,N/A,N/A,
1060,콤텍시스템,585,하락4,-0.68%,500,708,"121,051",0.85,"41,713",4.24,2.55,
1061,KODEX 아시아달러채권ESG플러스액티브,"56,450",하락45,-0.08%,0,707,"1,252",0.00,1,N/A,N/A,
1062,쌍방울,269,보합0,0.00%,500,706,"262,592",1.32,0,-2.10,-20.71,
1063,호전실업,"7,170",상승10,+0.14%,500,699,"9,750",0.75,"3,848",5.59,12.11,
1064,TIGER 차이나CSI300레버리지(합성),"12,275",상승25,+0.20%,0,695,"5,660",0.00,306,N/A,N/A,
1065,두산2우B,"77,500","하락2,300",-2.88%,"5,000",692,893,0.26,329,-6.54,N/A,
1066,삼화왕관,"32,050",상승250,+0.79%,"5,000",690,"2,154",3.85,152,-13.15,-5.90,
1067,히어로즈 26-09 회사채(AA-이상)액티브,"52,510",상승15,+0.03%,0,688,"1,310",0.00,846,N/A,N/A,
1068,KB Wise 분할매매 ETN,"11,435",보합0,0.00%,0,686,"6,000",0.00,0,N/A,N/A,
1069,동원금속,"1,458",하락13,-0.88%,500,682,"46,755",1.82,"9,734",3.87,18.63,
1070,RISE 중기우량회사채,"105,755",상승15,+0.01%,0,681,644,0.00,255,N/A,N/A,
1071,TIGER 미국나스닥바이오,"23,970",상승125,+0.52%,0,681,"2,840",0.00,"2,537",N/A,N/A,
1072,남광토건,"6,920",하락130,-1.84%,"5,000",680,"9,833",0.28,"1,822",5.27,5.44,
1073,케이비아이동국실업,611,하락7,-1.13%,500,680,"111,293",0.61,"11,530",2.97,4.12,
1074,PLUS 미국S&P500(H),"22,580",하락215,-0.94%,0,677,"3,000",0.01,682,N/A,N/A,
1075,하이스틸,"3,350",하락5,-0.15%,500,676,"20,191",0.42,"61,457",-38.51,0.88,
1076,영보화학,"3,375",하락35,-1.03%,500,675,"20,000",51.88,"3,357",4.48,3.70,
1077,신한 인버스 2X 코스닥 150 선물 ETN,"6,740",상승130,+1.97%,0,674,"10,000",0.00,"31,663",N/A,N/A,
1078,한솔로지스틱스,"2,390",하락20,-0.83%,500,671,"28,057",4.93,"5,916",4.96,16.82,
1079,TIGER 인도니프티50레버리지(합성),"43,530",하락335,-0.76%,0,670,"1,540",0.05,"3,049",N/A,N/A,
1080,유니온,"4,285",하락40,-0.92%,500,669,"15,612",1.26,"15,194",-4.35,5.83,
1081,TIGER 경기방어,"10,165",하락45,-0.44%,0,665,"6,540",0.00,"1,177",N/A,N/A,
1082,TIGER 미디어컨텐츠,"4,430",하락45,-1.01%,0,664,"15,000",0.21,"6,137",N/A,N/A,
1083,인터지스,"2,230",하락60,-2.62%,500,663,"29,748",1.73,"42,407",6.13,5.26,
1084,KODEX WTI원유선물(H),"15,025",하락225,-1.48%,0,661,"4,400",0.00,"16,344",N/A,N/A,
1085,삼정펄프,"26,350",보합0,0.00%,"5,000",659,"2,500",2.63,0,1.66,6.39,
1086,KODEX 차이나H레버리지(H),"1,575",하락15,-0.94%,0,658,"41,800",0.19,"3,691",N/A,N/A,
1087,TIGER 일본반도체FACTSET,"12,625",하락220,-1.71%,0,656,"5,200",0.00,"2,232",N/A,N/A,
1088,성안머티리얼스,895,하락4,-0.44%,500,656,"73,294",1.07,"51,595",-1.14,-158.55,
1089,부국증권우,"21,750",보합0,0.00%,"5,000",652,"3,000",12.83,0,5.47,N/A,
1090,보락,"1,086",상승1,+0.09%,200,651,"59,900",0.57,"10,640",51.71,1.77,
1091,엔케이,804,하락8,-0.99%,500,643,"79,983",0.01,"13,524",1.17,41.19,
1092,남양유업우,"320,000","하락2,000",-0.62%,"5,000",640,200,40.05,20,-4.52,N/A,
1093,KB 레버리지 나스닥 100 ETN,"21,330",하락940,-4.22%,0,640,"3,000",0.00,86,N/A,N/A,
1094,마니커,"1,007",보합0,0.00%,500,640,"63,511",0.23,"16,110",-83.92,-3.23,
1095,DSR,"3,990",하락35,-0.87%,500,638,"16,000",0.53,199,3.70,8.42,
1096,KB 레버리지 S&P 500 선물 ETN(H),"15,880",하락335,-2.07%,0,635,"4,000",0.00,4,N/A,N/A,
1097,TIGER 미국S&P500레버리지(합성 H),"41,690",하락710,-1.67%,0,634,"1,520",0.00,"5,301",N/A,N/A,
1098,고려산업,"2,540",하락15,-0.59%,"1,000",633,"24,939",0.53,"8,224",-362.86,3.18,
1099,혜인,"4,975",하락55,-1.09%,500,632,"12,713",1.73,"25,675",9.51,6.65,
1100,화천기공,"28,650",상승250,+0.88%,"5,000",630,"2,200",8.50,471,9.51,3.06,
1101,RISE 중국본토대형주CSI100,"15,000",보합0,0.00%,0,630,"4,200",0.00,17,N/A,N/A,
1102,서울식품,168,보합0,0.00%,100,630,"374,756",0.92,"497,932",-84.00,-2.08,
1103,진양폴리,"6,290",보합0,0.00%,500,629,"10,000",2.63,"4,376",15.72,11.64,
1104,메리츠 KAP 통안채 3개월 ETN,"52,290",보합0,0.00%,0,627,"1,200",0.00,0,N/A,N/A,
1105,까뮤이앤씨,"1,384",상승3,+0.22%,500,625,"45,152",0.71,"5,769",-17.30,N/A,
1106,마스턴프리미어리츠,"2,345",보합0,0.00%,"1,000",623,"26,580",0.95,"4,208",-5.66,-9.01,
1107,화천기계,"2,830",하락20,-0.70%,500,623,"22,000",5.82,"22,973",20.07,0.58,
1108,TIMEFOLIO Korea플러스배당액티브,"14,075",상승145,+1.04%,0,622,"4,420",0.03,"40,246",N/A,N/A,
1109,남성,"1,717",상승235,+15.86%,500,622,"36,212",0.31,"5,332,008",-12.18,-8.91,
1110,UNICORN 생성형AI강소기업액티브,"7,870",하락335,-4.08%,0,622,"7,900",0.00,"1,004",N/A,N/A,
1111,IHQ,"10,760",보합0,0.00%,500,621,"5,772",1.45,0,-2.33,43.12,
1112,WOORI 반도체밸류체인액티브,"9,695",하락425,-4.20%,0,620,"6,400",0.00,473,N/A,N/A,
1113,비상교육,"4,765",상승60,+1.28%,500,619,"12,997",2.73,"34,832",-14.40,-6.53,
1114,KODEX 미국배당+10%프리미엄다우존스,"10,125",하락10,-0.10%,0,618,"6,100",0.21,"21,952",N/A,N/A,
1115,아모레G우,"9,580",상승20,+0.21%,500,617,"6,444",37.49,42,3.34,N/A,
1116,다스코,"3,280",하락25,-0.76%,500,617,"18,797",3.48,"31,799",32.16,9.80,
1117,티웨이홀딩스,551,하락8,-1.43%,500,615,"111,612",0.60,"21,731",-39.36,2.75,
1118,보해양조,442,하락7,-1.56%,500,615,"139,120",0.97,"111,406",221.00,-4.38,
1119,신한 레버리지 S&P500 선물 ETN,"30,580",하락760,-2.43%,0,612,"2,000",0.00,8,N/A,N/A,
1120,TIGER 미국S&P500배당귀족,"11,815",하락15,-0.13%,0,608,"5,150",0.02,"6,195",N/A,N/A,
1121,영풍제지,"1,305",하락19,-1.44%,500,607,"46,482",1.48,"89,671",-5.96,-4.22,
1122,천일고속,"42,350",보합0,0.00%,"5,000",605,"1,429",0.04,0,-10.84,-21.08,
1123,서원,"1,274",하락15,-1.16%,500,605,"47,475",1.69,"19,524",1.16,-7.81,
1124,코오롱인더우,"21,800",하락50,-0.23%,"5,000",603,"2,768",11.00,93,16.03,N/A,
1125,유성기업,"2,310",하락5,-0.22%,500,599,"25,948",9.80,165,-7.11,3.30,
1126,금비,"59,800",상승700,+1.18%,"5,000",598,"1,000",0.74,"1,559",-17.10,-8.14,
1127,티에이치엔,"3,320",하락20,-0.60%,500,598,"18,000",2.53,"3,620",2.07,28.65,
1128,키움 미국달러선물 ETN,"11,945",보합0,0.00%,0,597,"5,000",0.00,0,N/A,N/A,
1129,ACE 애플밸류체인액티브,"9,710",하락305,-3.05%,0,597,"6,150",0.00,"4,200",N/A,N/A,
1130,한솔홈데코,739,상승1,+0.14%,"1,000",595,"80,565",1.83,"6,782",-6.97,-9.72,
1131,대림B&Co,"3,570",하락15,-0.42%,"1,000",595,"16,672",1.02,266,-178.50,-2.98,
1132,KODEX 200IT TR,"12,140",하락270,-2.18%,0,595,"4,900",0.00,242,N/A,N/A,
1133,SH에너지화학,535,하락2,-0.37%,500,595,"111,134",32.30,"97,539",-9.73,-2.81,
1134,조비,"11,440",하락230,-1.97%,"5,000",594,"5,192",0.44,"2,516",-35.97,-15.89,
1135,DSR제강,"4,115",하락15,-0.36%,500,593,"14,400",8.40,720,-1.71,6.84,
1136,메리츠 레버리지 미국채30년 ETN(H),"5,925",하락30,-0.50%,0,592,"10,000",0.00,"1,071",N/A,N/A,
1137,TIGER 글로벌AI&로보틱스 INDXX,"11,900",하락140,-1.16%,0,589,"4,950",0.78,"8,812",N/A,N/A,
1138,미래에셋증권우,"4,180",보합0,0.00%,"5,000",588,"14,076",2.29,"27,703",12.44,N/A,
1139,플레이그램,387,보합0,0.00%,100,588,"151,888",1.28,"151,907",-1.18,-57.40,
1140,ACE AI반도체포커스,"14,680",하락815,-5.26%,0,587,"4,000",0.09,"41,354",N/A,N/A,
1141,신한 레버리지 금 선물 ETN,"29,300",상승5,+0.02%,0,586,"2,000",0.00,759,N/A,N/A,
1142,KODEX 미국10년국채선물,"11,465",하락40,-0.35%,0,585,"5,100",0.02,"12,938",N/A,N/A,
1143,미래에셋 레버리지 코스닥150 선물 ETN,"29,210",하락415,-1.40%,0,584,"2,000",0.00,3,N/A,N/A,
1144,TIGER 미국배당+3%프리미엄다우존스,"11,085",하락20,-0.18%,0,582,"5,250",1.47,"11,037",N/A,N/A,
1145,미래에셋 레버리지 코스피200 선물 ETN,"29,085","하락1,035",-3.44%,0,582,"2,000",0.00,521,N/A,N/A,
1146,오리엔트바이오,489,하락2,-0.41%,500,580,"118,583",0.35,"7,066",15.28,16.45,
1147,써니전자,"1,579",하락11,-0.69%,500,580,"36,703",1.56,"20,697",15.95,5.01,
1148,메타케어,403,보합0,0.00%,500,575,"142,777",0.64,"16,286",-12.21,-14.18,
1149,이건산업,"5,210",하락80,-1.51%,"5,000",571,"10,953",3.83,742,-10.95,-2.85,
1150,RISE 게임테마,"8,720",하락50,-0.57%,0,567,"6,500",0.08,226,N/A,N/A,
1151,대우부품,"1,149",하락20,-1.71%,500,566,"49,300",0.10,"1,662",-41.04,0.86,
1152,KODEX 미국달러선물,"12,915",하락25,-0.19%,0,563,"4,360",0.00,"3,934",N/A,N/A,
1153,삼일씨엔에스,"4,400",보합0,0.00%,"1,000",560,"12,732",0.30,"7,258",191.30,0.76,
1154,ACE 미국빅테크TOP7 Plus레버리지(합성),"18,025","하락1,015",-5.33%,0,559,"3,100",0.09,"24,162",N/A,N/A,
1155,한화솔루션우,"21,550",하락200,-0.92%,"5,000",555,"2,575",1.38,375,-3.25,N/A,
1156,RISE KP달러채권액티브,"53,050",상승20,+0.04%,0,552,"1,040",0.00,112,N/A,N/A,
1157,평화산업,"1,004",상승2,+0.20%,500,551,"54,902",1.41,"16,271",10.14,8.57,
1158,세원이앤씨,"1,270",보합0,0.00%,500,548,"43,180",2.11,0,-3.46,-9.66,
1159,한일철강,"2,050",하락15,-0.73%,500,547,"26,697",0.17,760,-11.58,0.00,
1160,SOL 한국형글로벌반도체액티브,"17,530",하락625,-3.44%,0,547,"3,120",0.02,"5,548",N/A,N/A,
1161,시디즈,"27,250",하락250,-0.91%,500,545,"2,000",1.05,466,20.60,3.81,
1162,부산산업,"51,500",보합0,0.00%,"5,000",544,"1,056",1.37,583,29.50,3.74,
1163,아센디오,524,하락12,-2.24%,500,543,"103,569",0.08,"505,573",-2.99,-88.87,
1164,삼화전자,"3,210",보합0,0.00%,"1,000",543,"16,903",2.91,"3,750",-7.20,-32.47,
1165,에쓰씨엔지니어링,"1,649",하락14,-0.84%,500,542,"32,871",0.91,"32,580",-26.17,-5.94,
1166,씨아이테크,"1,081",보합0,0.00%,500,541,"50,066",1.10,"18,694",-12.72,-15.11,
1167,한국종합기술,"4,940",하락25,-0.50%,500,541,"10,950",0.94,"1,157",4.54,8.74,
1168,성보화학,"2,700",하락20,-0.74%,500,541,"20,020",0.66,"22,057",168.75,0.95,
1169,선도전기,"3,000",보합0,0.00%,500,540,"18,000",5.62,0,17.54,-54.71,
1170,ACE 미국30년국채액티브,"10,380",하락35,-0.34%,0,540,"5,200",0.06,"14,421",N/A,N/A,
1171,KODEX 국채선물10년,"68,470",하락70,-0.10%,0,538,786,0.04,43,N/A,N/A,
1172,KOSEF 글로벌AI반도체,"13,950",하락625,-4.29%,0,537,"3,850",0.14,"8,413",N/A,N/A,
1173,RISE 고배당,"14,300",상승15,+0.11%,0,536,"3,750",0.04,"1,918",N/A,N/A,
1174,ACE 단기채권알파액티브,"107,675",상승20,+0.02%,0,531,493,0.01,319,N/A,N/A,
1175,일진디스플,"1,027",하락8,-0.77%,500,529,"51,514",0.49,"9,263",-27.76,-54.83,
1176,SJM홀딩스,"3,530",하락20,-0.56%,500,527,"14,934",0.63,364,5.42,6.28,
1177,삼성 미국 대형 성장주 ETN,"26,345",보합0,0.00%,0,527,"2,000",0.00,0,N/A,N/A,
1178,대원화성,"1,272",하락20,-1.55%,500,525,"41,249",0.29,"8,721",-3.57,-16.92,
1179,미래에셋 0.5X 코스피200 선물 ETN,"10,480",하락85,-0.80%,0,524,"5,000",0.00,74,N/A,N/A,
1180,SJM,"3,335",하락30,-0.89%,500,520,"15,605",3.62,"9,306",3.12,9.59,
1181,한세엠케이,"1,728",하락2,-0.12%,500,520,"30,107",0.47,11,-2.63,-10.17,
1182,상상인증권,480,하락8,-1.64%,"1,000",520,"108,337",0.20,"41,857",-12.63,0.21,
1183,롯데칠성우,"66,800",보합0,0.00%,500,518,775,7.63,84,4.77,N/A,
1184,RISE 국채선물10년인버스,"54,025",상승220,+0.41%,0,518,958,0.00,1,N/A,N/A,
1185,갤럭시아에스엠,"1,876",하락26,-1.37%,500,517,"27,550",0.56,"91,718",16.75,4.95,
1186,HANARO 32-10 국고채액티브,"56,195",하락35,-0.06%,0,516,918,0.05,820,N/A,N/A,
1187,미래에셋 홍콩H 선물 ETN(H),"10,310",보합0,0.00%,0,516,"5,000",0.00,0,N/A,N/A,
1188,한창제지,860,하락5,-0.58%,500,513,"59,667",0.16,"3,569",-20.48,-17.37,
1189,문배철강,"2,490",하락30,-1.19%,500,511,"20,504",0.49,557,3.71,10.55,
1190,ACE 삼성그룹섹터가중,"15,470",하락100,-0.64%,0,511,"3,300",0.01,"2,814",N/A,N/A,
1191,ACE G2전기차&자율주행액티브,"7,910",하락180,-2.22%,0,510,"6,450",0.00,"2,829",N/A,N/A,
1192,PLUS 일본반도체소부장,"13,420",하락90,-0.67%,0,510,"3,800",0.14,"11,267",N/A,N/A,
1193,부국철강,"2,545",보합0,0.00%,500,509,"20,000",1.15,"6,903",22.13,2.81,
1194,우성,"16,460",상승450,+2.81%,"5,000",509,"3,090",0.66,"1,025",6.96,6.22,
1195,씨티알모빌리티,"5,900",하락140,-2.32%,500,508,"8,610",0.34,"1,271",-2.91,-17.90,
1196,신한 인버스 2X WTI원유 선물 ETN(H),80,상승1,+1.27%,0,506,"633,000",0.00,"710,992",N/A,N/A,
1197,미래에셋 0.5X 코스닥150 선물 ETN,"10,065",보합0,0.00%,0,503,"5,000",0.00,0,N/A,N/A,
1198,마이다스 코스피액티브,"20,965",하락135,-0.64%,0,503,"2,400",0.00,32,N/A,N/A,
1199,영흥,496,하락2,-0.40%,500,502,"101,310",0.79,"8,978",-124.00,-3.50,
1200,대유에이텍,"1,074",하락15,-1.38%,500,502,"46,744",2.35,"4,625",-0.75,-141.44,
1201,RISE 미국달러SOFR금리액티브(합성),"10,790",하락20,-0.19%,0,502,"4,650",0.00,120,N/A,N/A,
1202,현대건설우,"47,550",상승150,+0.32%,"5,000",502,"1,055",3.04,252,9.79,N/A,
1203,KODEX 미국러셀2000(H),"13,310",하락90,-0.67%,0,499,"3,750",0.14,"8,932",N/A,N/A,
1204,웰바이오텍,545,보합0,0.00%,500,496,"90,923",0.71,0,-0.69,-178.39,
1205,KODEX 미국AI전력핵심인프라,"9,315",하락160,-1.69%,0,494,"5,300",0.63,"192,503",N/A,N/A,
1206,케이탑리츠,"1,027",하락4,-0.39%,"1,000",494,"48,061",12.35,"13,688",4.17,11.85,
1207,모나미,"2,605",하락15,-0.57%,"1,000",492,"18,897",0.88,"4,109",-5.07,-5.84,
1208,SK케미칼우,"23,250",하락100,-0.43%,"5,000",492,"2,115",15.85,740,11.44,N/A,
1209,RISE 대형고배당10TR,"19,970",하락310,-1.53%,0,489,"2,450",0.00,"3,129",N/A,N/A,
1210,DAISHIN343 AI반도체&인프라액티브,"8,370",하락345,-3.96%,0,485,"5,800",0.00,88,N/A,N/A,
1211,RISE 미국단기투자등급회사채액티브,"11,130",하락25,-0.22%,0,484,"4,350",0.01,"3,042",N/A,N/A,
1212,ACE 마이크로소프트밸류체인액티브,"9,710",하락345,-3.43%,0,481,"4,950",0.00,"6,724",N/A,N/A,
1213,KODEX 유럽탄소배출권선물ICE(H),"10,585",하락75,-0.70%,0,481,"4,540",0.02,"1,802",N/A,N/A,
1214,삼성 레버리지 은 선물 ETN(H),"16,015",하락315,-1.93%,0,480,"3,000",0.00,691,N/A,N/A,
1215,TIGER 코스닥150 레버리지,"9,805",하락180,-1.80%,0,480,"4,900",5.26,"55,615",N/A,N/A,
1216,KODEX 차이나H,"15,480",하락85,-0.55%,0,480,"3,100",25.83,30,N/A,N/A,
1217,TIGER 골드선물(H),"16,470",상승10,+0.06%,0,478,"2,900",0.00,"1,887",N/A,N/A,
1218,신풍,"1,360",하락20,-1.45%,500,475,"34,959",1.19,"122,252",-17.66,-8.53,
1219,유니드비티플러스,"4,455",하락80,-1.76%,"1,000",473,"10,611",1.11,"4,661",7.62,0.45,
